Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value
CHEMBL1420040,O=c1c2ccccc2nc(/C=C/c2cccc(Br)c2)n1CCCO,Potency,35481.3,nM,4.45
CHEMBL1330698,Cc1sc(NC(=O)COc2cccc(-n3cnnn3)c2)c(C#N)c1C,Potency,5011.9,nM,5.3
CHEMBL3190408,COc1ccc(N(CC(=O)N/N=C/c2cccnc2)S(=O)(=O)c2ccc(C)cc2)cc1OC,Potency,631.0,nM,6.2
CHEMBL1300548,CCC(C)[C@@H](C(=O)Nc1ccc2c(c1)OCO2)N1Cc2ccccc2C1=O,Potency,631.0,nM,6.2
CHEMBL1354910,O=c1c2sc3ccccc3c2n(Cc2ccccc2Cl)c(=O)n1Cc1ccccc1,Potency,5011.9,nM,5.3
CHEMBL1488628,CN1CCN(c2ccc(N)c(N3CCN(C)CC3)c2)CC1,Potency,12589.3,nM,4.9
CHEMBL1319824,C/C(=C\c1ccccc1)C(=O)NCCCn1ccnc1,Potency,56234.1,nM,4.25
CHEMBL1314851,Cc1c(OCC(=O)N[C@@H](Cc2ccccc2)C(=O)O)ccc2c3c(c(=O)oc12)CCC3,Potency,354.8,nM,6.45
CHEMBL1553603,CCN(C(=O)Cn1nc(Cc2ccncc2)c2ccccc2c1=O)c1cccc(C(F)(F)F)c1,Potency,5011.9,nM,5.3
CHEMBL1449142,CCOC(=O)c1c(NC(=O)CN2C(=O)NC3(CCCCC3C)C2=O)sc(C)c1CC,Potency,12589.3,nM,4.9
CHEMBL1368941,CC(=O)Oc1cccc(N2C(=O)C3C(C2=O)C2C=CC3C23CC3)c1,Potency,707.9,nM,6.15
CHEMBL1300569,CN(C)c1ccc(N2C(=O)CC(Nc3ccc(N4CCOCC4)cc3)C2=O)cc1,Potency,56234.1,nM,4.25
CHEMBL1537528,Cc1ccc(NC(=O)C[S+]([O-])CC(=O)NCCCc2ccccc2)cc1Cl,Potency,112201.8,nM,3.95
CHEMBL1489643,COc1cc(NC(=O)COC(=O)CNS(=O)(=O)c2ccc(F)c(F)c2F)cc(OC)c1,Potency,3162.3,nM,5.5
CHEMBL1400180,CC(=O)N(CCc1ccccc1C)Cc1cc2cc(C)ccc2nc1O,Potency,631.0,nM,6.2
CHEMBL1354871,CC(=O)c1ccc(S(=O)(=O)N2CCN(c3nn(C)c(=O)n(C)c3=O)CC2)cc1,Potency,5623.4,nM,5.25
CHEMBL1604310,O=C(CCC1CCCCC1)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Potency,631.0,nM,6.2
CHEMBL1499120,CN(C)CCSc1nc(N)c2c3c(sc2n1)COC(C)(C)C3,Potency,56234.1,nM,4.25
CHEMBL1459703,CN1CCN(C(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2)CC1,Potency,79432.8,nM,4.1
CHEMBL1371521,COC(=O)CSc1ncc(C#N)c(N)n1,Potency,8912.5,nM,5.05
CHEMBL1439308,CCOC(=O)C1=C(C)N(CCCC(=O)O)C(=O)NC1c1ccc(Cl)cc1,Potency,112201.8,nM,3.95
CHEMBL1512581,COc1ccc(S(=O)(=O)N2CCC(C(=O)Nc3nnc(C)s3)CC2)cc1OC,Potency,3548.1,nM,5.45
CHEMBL563503,Cc1ccc2c(c1)N=C(c1ccc(F)cc1)CO2,Potency,100000.0,nM,4.0
CHEMBL1336839,COc1ccc(C(=O)N2CCC(C(=O)Nc3cccc(C)c3)CC2)cc1OC,Potency,100000.0,nM,4.0
CHEMBL1593407,CCCCCn1c(=O)[nH]c2cc(C(=O)N3CCN(c4cc(Cl)ccc4C)CC3)ccc2c1=O,Potency,4466.8,nM,5.35
CHEMBL1535131,COc1cccc(C(=O)Nc2ccc(S(=O)(=O)N(Cc3ccccc3)c3ccccc3)cc2)c1,Potency,79432.8,nM,4.1
CHEMBL1590794,COc1ccc2[nH]c3c(c2c1)CCN1C(=O)N([C@@H](C)C(=O)NCCc2ccc(OC)c(OC)c2)C(=O)[C@]31C,Potency,562.3,nM,6.25
CHEMBL3196698,CCCCNC(=O)c1ccc(Cn2c(=S)[nH]c3c([nH]c4ccc(OC)cc43)c2=O)cc1,Potency,25118.9,nM,4.6
CHEMBL1308495,Cc1cc(C)c(C#N)c(Nc2ccc3c(c2)OCCO3)n1,Potency,44668.4,nM,4.35
CHEMBL1377972,Cc1ccc2c(c1)C(Cc1nc3ccccc3c(=O)n1-c1ccc(Br)cc1)C(=O)N2,Potency,31622.8,nM,4.5
CHEMBL3210622,Cn1c[n+](C)cc1/C=N/O.[I-],Potency,28183.8,nM,4.55
CHEMBL1502316,O=C(Nc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1)C1=CSCCO1,Potency,100000.0,nM,4.0
CHEMBL3192370,COc1ccc(CC[n+]2[cH-]/c(=N\C(C)=O)on2)cc1OC,Potency,100000.0,nM,4.0
CHEMBL1480870,CN(C)C(=S)Oc1ccccc1-c1ccccc1OC(=S)N(C)C,Potency,2238.7,nM,5.65
CHEMBL1605453,CC12CCC(C(=O)Nc3nccs3)(OC1=O)C2(C)C,Potency,5623.4,nM,5.25
CHEMBL1502232,COc1ccc(CCNC(=O)Cc2ccc3c(c2)OCO3)cc1OC,Potency,4466.8,nM,5.35
CHEMBL1377961,CC(C)(C)NC(=O)C(c1ccccc1)N(Cc1ccco1)C(=O)c1csnn1,Potency,1412.5,nM,5.85
CHEMBL3212045,C(=N/n1cnnc1)\c1ccc(OC2CSC2)cc1,Potency,100000.0,nM,4.0
CHEMBL1552872,O=C1CCc2cc(S(=O)(=O)N3CCCCC3)cc3c2N1CCC3,Potency,354.8,nM,6.45
CHEMBL1326234,CC(CN1CCCC1)OC(=O)Cc1ccc(Cl)cc1.Cl,Potency,22387.2,nM,4.65
CHEMBL1435253,CCOC(=O)c1ccc(NC(=O)c2csc3c2CCCCC3)cc1,Potency,19952.6,nM,4.7
CHEMBL1332726,Nc1ccccc1C#CCCCCO,Potency,8912.5,nM,5.05
CHEMBL1467608,C=CCn1c(=O)c2c(nc(-n3nc(C)cc3C)n2C)n(C)c1=O,Potency,631.0,nM,6.2
CHEMBL1613122,O=C(CN1C(=O)COc2ccc(Cl)cc21)Nc1ccc(F)cc1,Potency,100000.0,nM,4.0
CHEMBL1402388,Cc1ccc([C@@H]2[C@@H]3C(=O)N(C)C(=O)[C@@H]3[C@]3(Cc4ccccc4)C(=O)N(Cc4ccccc4)CC(=O)N23)o1,Potency,1412.5,nM,5.85
CHEMBL1389219,O=C(CN1CCCCC1)Nc1c2c(nc3ccccc13)N(c1ccccc1)CC2.O=C(O)C(=O)O,Potency,3548.1,nM,5.45
CHEMBL1412310,COc1ccc(C(C)NC(=O)C23CC4CC(CC(C4)C2)C3)cc1,Potency,631.0,nM,6.2
CHEMBL1378626,COc1cc(OC)cc(C(=O)NC(=S)N2CCCCC2c2cccnc2)c1,Potency,89125.1,nM,4.05
CHEMBL1444950,CN1C(=O)NC(=O)[C@]2(Cc3ccccc3N3CCN(c4ccccc4)CC32)C1=O,Potency,22387.2,nM,4.65
CHEMBL1467628,COc1ccc(OC)c(CNC(=O)C2CCN(C(=O)N(C)C)CC2)c1,Potency,31622.8,nM,4.5
CHEMBL1323307,c1ccc(CSc2ncccn2)cc1,Potency,3548.1,nM,5.45
CHEMBL1318032,CCCCN(C(=O)CSc1nnnn1-c1ccccc1OC)C1CCS(=O)(=O)C1,Potency,7079.5,nM,5.15
CHEMBL1601370,CC(C)n1nccc1NS(=O)(=O)c1ccccc1,Potency,631.0,nM,6.2
CHEMBL1335705,COC(=O)c1ccc(C(=O)OC)c(NC(=S)N2CCC(C)CC2)c1,Potency,112201.8,nM,3.95
CHEMBL1418065,COc1ccc2oc(=O)cc(CN3CCOCC3)c2c1,Potency,2818.4,nM,5.55
CHEMBL1520657,CC(C)c1ccc(Cc2cn3cc(-c4cc5ccccc5oc4=O)nc3s2)cc1,Potency,79432.8,nM,4.1
CHEMBL1496459,CCOc1ccc(C(=O)C2=C(O)C(=O)N(c3nc(C)c(C)s3)C2c2ccco2)cc1,Potency,79432.8,nM,4.1
CHEMBL1363096,CCN(CC)CCn1c(SCC(=O)Nc2cccc(OC)c2)nc2c(sc3ccccc32)c1=O,Potency,100000.0,nM,4.0
CHEMBL1467748,CCC(C)NC(=O)COc1ccc(OCc2ccccc2)cc1,Potency,22387.2,nM,4.65
CHEMBL1449776,Cn1nc(C(=O)N2CCN(c3ccc(Cl)cc3)CC2)c2c1-c1ccccc1S(=O)(=O)C2,Potency,100000.0,nM,4.0
CHEMBL1613213,O=C(Oc1cccc(-c2cnc3ccccc3n2)c1)c1ccco1,Potency,39810.7,nM,4.4
CHEMBL1349253,Cc1cc(O)nc(Cc2ccc(OC(C)C)cc2)n1,Potency,56234.1,nM,4.25
CHEMBL1523611,CN(CC(=O)Nc1cccc(F)c1)C(=O)c1ccc2c(=O)n3c(nc2c1)CCC3,Potency,562.3,nM,6.25
CHEMBL1552776,O=S(=O)(c1ccc(SCCOc2ccccc2)nc1)N1CCCC1,Potency,1412.5,nM,5.85
CHEMBL1437145,COC(=O)c1ccccc1NC(=O)c1ccc(COc2cc(C)cc(C)c2)o1,Potency,89125.1,nM,4.05
CHEMBL1546193,NC(=O)C1CCCNC1,Potency,100000.0,nM,4.0
CHEMBL1338654,CC1(C)Cc2c(cnn2-c2ccc(F)cc2)C(NC(=O)CCN2CCCCO2)C1,Potency,1412.5,nM,5.85
CHEMBL1507156,Clc1ccc(-c2nc3cnccn3c2Nc2ccc3c(c2)OCO3)cc1,Potency,5011.9,nM,5.3
CHEMBL1584896,CCn1c(=O)n(CC)c2cc(S(=O)(=O)Nc3c(C)cccc3C)ccc21,Potency,7943.3,nM,5.1
CHEMBL1546081,CCOC(=O)CN1CC23C=CC(O2)C(C(=O)Nc2ccc(OC)cc2OC)C3C1=O,Potency,1778.3,nM,5.75
CHEMBL1523695,CCOC(=O)C1CCN(C(=O)Cn2cc(C(=O)C3CC3)c3ccccc32)CC1,Potency,631.0,nM,6.2
CHEMBL1442194,O=C(C1CC(c2ccc(F)cc2)=NO1)N1CCN(c2ccccc2)CC1,Potency,44668.4,nM,4.35
CHEMBL1413027,CCOC(=O)c1cc(OC(=O)c2ccc(OC)c(OC)c2)n(-c2ccccc2)n1,Potency,63095.7,nM,4.2
CHEMBL1321357,O=C(Nc1cc(C(F)(F)F)ccc1N1CCOCC1)C1Cc2ccccc2CN1C(=O)c1ccco1,Potency,12589.3,nM,4.9
CHEMBL1551893,CCOc1cc(CNC(=O)c2ccc3c(c2)N(C)C(=O)C2CCCCN32)ccc1OC,Potency,7943.3,nM,5.1
CHEMBL1488116,COc1ccc(C(=O)NCc2ccccc2)cc1Br,Potency,100000.0,nM,4.0
CHEMBL1495869,Cc1cccc(-n2ncc3c(O)nc(SCC(=O)NCCC4=CCCCC4)nc32)c1,Potency,2511.9,nM,5.6
CHEMBL1325559,CCO.Cc1cc(C)c2nc(NC(=O)c3cccc(S(=O)(=O)N4CCc5ccccc54)c3)sc2c1,Potency,112201.8,nM,3.95
CHEMBL1337953,O=C(NCc1ccco1)/C(=C/c1ccc(Cl)cc1)NC(=O)c1ccco1,Potency,100000.0,nM,4.0
CHEMBL1501446,COc1ccc(NS(=O)(=O)c2ccc(OCC(=O)N3CCOCC3)cc2)cc1,Potency,50118.7,nM,4.3
CHEMBL1388375,O=C(NCc1cccs1)c1nc(-c2cccs2)no1,Potency,28183.8,nM,4.55
CHEMBL1383470,CCc1c(O)cc2n(c1=O)-c1ccccc1C2(C)C,Potency,56234.1,nM,4.25
CHEMBL1519518,COC(=O)CN(c1cc(OC)ccc1OC)S(=O)(=O)c1ccc(OC)c(OC)c1,Potency,562.3,nM,6.25
CHEMBL1383591,Nc1cc(OC(=O)c2ccccc2Br)nn1S(=O)(=O)c1ccccc1,Potency,7079.5,nM,5.15
CHEMBL1413913,CCCNC(=O)C1CC(=O)N(c2ccc(OCC(=O)Nc3cccc(C)c3C)cc2)C1,Potency,10000.0,nM,5.0
CHEMBL1317162,O=C1CS(=O)(=O)C2(C(=O)N(Cc3ccccc3)c3ccccc32)N1c1ccc(F)c(Cl)c1,Potency,3981.1,nM,5.4
CHEMBL1401919,COc1cc(OC)c2cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)n(C)c2c1,Potency,1778.3,nM,5.75
CHEMBL1303579,CCCCCCCCOc1ccc(C2OC34CCCCC3C(C#N)(C#N)C2(C#N)C(=N)O4)cc1,Potency,31622.8,nM,4.5
CHEMBL1579318,CCOc1ccc(NC(=O)c2cc3ccccc3cc2OC)cc1,Potency,89125.1,nM,4.05
CHEMBL1410028,Brc1cccc(CNCC2CCCO2)c1,Potency,44668.4,nM,4.35
CHEMBL1540536,CCC(=O)n1nc(-c2ccccc2)nc1N,Potency,5011.9,nM,5.3
CHEMBL1334318,O=S(=O)(NCCS(=O)(=O)N1CCN(c2ccccc2)CC1)c1ccc(F)cc1,Potency,89125.1,nM,4.05
CHEMBL1531482,NC(Cc1ccccc1Sc1ccccc1)=NO.O=C(O)/C=C\C(=O)O,Potency,2818.4,nM,5.55
CHEMBL1501361,COc1ccc2c(c1)c(=O)c(C(=O)c1ccc(F)cc1)cn2CC(=O)Nc1ccc(F)cc1,Potency,794.3,nM,6.1
CHEMBL1357257,CCN1CCN(c2csc3ccc(F)cc3c2=O)CC1,Potency,35481.3,nM,4.45
CHEMBL1608924,COC(=O)c1c(C(=O)OC)c(-c2cccc(Cl)c2)n2c1C[S+]([O-])C2,Potency,1122.0,nM,5.95
CHEMBL1540547,Cc1ccc(C(=O)NN=C2CCCCCC2)s1,Potency,17782.8,nM,4.75
CHEMBL3194064,CCOc1ccc(S(=O)(=O)Nc2ccc(C(=O)N/N=C(\C)c3ccc(-n4ccnc4)cc3)cc2)cc1,Potency,631.0,nM,6.2
CHEMBL66953,O=c1c(O)cccc2cc(O)c(O)c(O)c12,Potency,44668.4,nM,4.35
CHEMBL1540447,CCN(CC(=O)Nc1cccc(C#N)c1)CC(=O)Nc1cccc(OC)c1,Potency,39810.7,nM,4.4
CHEMBL1440957,O=C(c1cc(-c2ccccc2Cl)nc2ccccc12)N1CCOCC1,Potency,100000.0,nM,4.0
CHEMBL1590826,COc1c(C=C2C(=O)NC(=O)NC2=O)c(CCN(C)C(=O)c2ccccc2)cc2c1OCO2,Potency,1778.3,nM,5.75
CHEMBL1570226,CCCC1C2C(=O)N(c3cccc(C)c3)C(=O)C2ON1c1ccccc1,Potency,631.0,nM,6.2
CHEMBL594783,O=C(NCCNC(=O)c1ccccc1O)c1ccccc1O,Potency,1778.3,nM,5.75
CHEMBL1303651,O=C(O)C(c1ccccc1)N1C(=O)/C(=C\c2ccc(-c3ccc(Br)cc3)o2)SC1=S,Potency,56234.1,nM,4.25
CHEMBL1502337,COc1cc(C2N(c3cccc(Cl)c3)C(=O)C3CCCN32)cc(OC)c1OC,Potency,5623.4,nM,5.25
CHEMBL1357670,Cc1ccc(CNC(=O)CCc2c(C)nc3c4c(C)cc(C)nc4nn3c2C)cc1,Potency,316.2,nM,6.5
CHEMBL1346033,COc1ccc2c(c1)c1nnc(SCC(=O)N3CCCCC3C)nc1n2C,Potency,39810.7,nM,4.4
CHEMBL1503790,NS(=O)(=O)c1ccc(NC(=O)CSC2CCCCC2)cc1,Potency,1122.0,nM,5.95
CHEMBL1442687,O=C(CCc1c[nH]c2ccccc12)N1CCN(S(=O)(=O)c2cccs2)CC1,Potency,28183.8,nM,4.55
CHEMBL372227,O=C(O)c1sccc1S(=O)(=O)Nc1ccc(Cl)cc1,Ki,26000.0,nM,4.58
CHEMBL1610836,c1ccc(CSc2n[nH]c(-c3ccco3)n2)cc1,Potency,1000.0,nM,6.0
CHEMBL1336251,O=C1C2C3C=CC(CC3)C2C(=O)N1c1ccc(Cl)cc1Cl,Potency,25118.9,nM,4.6
CHEMBL1315591,O=C(NCc1nnnn1-c1ccc(F)c(F)c1)C(=O)c1c[nH]c2ccccc12,Potency,89125.1,nM,4.05
CHEMBL1567606,COc1cc(C(=O)Oc2cc(C)cc(C)c2)cc(OC)c1OC,Potency,50118.7,nM,4.3
CHEMBL1567608,COc1ccccc1CC(=O)Nc1cc(C)ccn1,Potency,39810.7,nM,4.4
CHEMBL1464468,COc1ccc(NCc2cc3cc(OC)ccc3nc2O)cc1,Potency,1122.0,nM,5.95
CHEMBL1494111,CN(N)c1nc(-c2ccccc2)cc(-c2ccccc2)n1,Potency,3981.1,nM,5.4
CHEMBL1454705,COc1ccc(Cc2nnc(SCC(=O)c3ccc4c(c3)NC(=O)CO4)o2)cc1,Potency,11220.2,nM,4.95
CHEMBL1358625,CCCc1cc(O)nc2nnc(SCC(=O)Nc3cc(C)on3)n12,Potency,631.0,nM,6.2
CHEMBL1589334,Cc1ccc(-c2nc3ccccc3[nH]2)cn1,Potency,1122.0,nM,5.95
CHEMBL1318599,Cc1ccc(-c2cn3cccc(C)c3n2)cc1NS(=O)(=O)c1ccccc1,Potency,10000.0,nM,5.0
CHEMBL1472979,CCN1C(=S)N[C@@H](CCc2ccccc2)C(C(=O)OC)=C1C,Potency,15848.9,nM,4.8
CHEMBL1353633,O=C(c1cc2cc(C(F)(F)F)ccc2s1)N1CCOCC1,Potency,794.3,nM,6.1
CHEMBL1447415,Cc1ccc(C)c(Cn2c(C(C)NC(=O)c3ccc(F)cc3)nc3ccccc32)c1,Potency,1412.5,nM,5.85
CHEMBL1550699,COc1ccc(C(=O)NN2CCCCC2)cc1OC,Potency,3548.1,nM,5.45
CHEMBL1334579,O=C1CNC(c2ccccc2Cl)c2cc(Br)ccc2N1,Potency,35481.3,nM,4.45
CHEMBL1328864,COCCCNC(=O)Cn1nnc(-c2ccccc2NC(=O)c2ccc(F)cc2)n1,Potency,28183.8,nM,4.55
CHEMBL1394966,CC(C)C12CN3CC(C(C)C)(CN(C1)C3c1ccc(OCc3ccccc3)cc1)C2=O,Potency,63095.7,nM,4.2
CHEMBL3145282,COc1cc(SC#N)ccc1/N=C/c1c(C)[nH]n(-c2ccc(Cl)cc2)c1=O,Potency,5011.9,nM,5.3
CHEMBL1558239,CCc1cc(O)nc(SCc2cccc3ccccc23)n1,Potency,50118.7,nM,4.3
CHEMBL1451830,COc1ccc(OCc2cc(C(=O)N(C)CC3CCCCO3)no2)c(Cl)c1,Potency,1584.9,nM,5.8
CHEMBL1361417,CC(C)(C)c1[nH]nc2c1CCCC2,Potency,5011.9,nM,5.3
CHEMBL1382754,CCOc1cc(CN2CCN(c3cccc(C(F)(F)F)c3)CC2)ccc1OC,Potency,39810.7,nM,4.4
CHEMBL1530294,CCN1C(=O)S/C(=C/c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O,Potency,100000.0,nM,4.0
CHEMBL1500553,Nc1nc(NC(=O)CCCC(=O)O)nn1-c1ccccc1,Potency,1000.0,nM,6.0
CHEMBL1440330,COc1ccc(N2CCN(c3oc(-c4ccc(OC)c(OC)c4)nc3C#N)CC2)cc1,Potency,50118.7,nM,4.3
CHEMBL1342861,Nn1c(SCC(=O)Nc2ccc(Oc3ccccc3)cc2)nnc1C1CC1,Potency,50118.7,nM,4.3
CHEMBL1370091,COc1ccc(C2C(C(=O)c3ccc(C)cc3)=C(O)C(=O)N2C)cc1,Potency,8912.5,nM,5.05
CHEMBL1500526,CCSc1cc(N2CCOCC2)nc(-c2ccccc2)n1,Potency,316.2,nM,6.5
CHEMBL1596567,C1=C(c2ccccc2)CCN(c2[nH]cnc3ncnc2-3)C1,Potency,63095.7,nM,4.2
CHEMBL1333136,Cc1ccc(C)c(NS(=O)(=O)c2ccc(-c3ccc(O)nn3)o2)c1,Potency,3981.1,nM,5.4
CHEMBL1479621,CC1CCN(C(C)C(=O)Nc2ccccc2-c2ccccc2)CC1.O=C(O)C(=O)O,Potency,22387.2,nM,4.65
CHEMBL1422332,O=C(O)CCN1c2cccc3cccc(c23)S1(=O)=O,Potency,31622.8,nM,4.5
CHEMBL1382642,Cc1ccccc1OCCSc1nc2ccccc2n1CCC(=O)O,Potency,1584.9,nM,5.8
CHEMBL1401278,COc1ccc2occ(C(C)=O)c2c1,Potency,22387.2,nM,4.65
CHEMBL1530480,Cc1ccc2c(=O)c(C(=O)c3ccc(F)cc3)cn(CC(=O)NCCc3ccccc3)c2n1,Potency,4466.8,nM,5.35
CHEMBL1518808,O=C(NCc1ccco1)C1(c2ccccc2)CCCC1,Potency,14125.4,nM,4.85
CHEMBL3213807,C=C(C)C1CC=C(C)/C(=N/NC(=O)COc2cccc3ccccc23)C1,Potency,79432.8,nM,4.1
CHEMBL1540470,CC(C)c1nnc(NC(=O)C2CCCCC2)s1,Potency,562.3,nM,6.25
CHEMBL1552140,C=CCN1C(=O)c2ccc(C(=O)N(C)CC(=O)Nc3ccc(Br)cc3C)cc2C1=O,Potency,112201.8,nM,3.95
CHEMBL1452644,Cc1ccc(C)c(NC(=O)c2ccccc2O)c1,Potency,354.8,nM,6.45
CHEMBL1423067,CSc1ccccc1C(=O)N1CCN(c2ccc(F)cc2)CC1,Potency,707.9,nM,6.15
CHEMBL1519515,COc1ccc(CN2CCN(CCSc3ccc(C)cc3)CC2)c(OC)c1OC.O=C(O)C(=O)O,Potency,112201.8,nM,3.95
CHEMBL1374219,CC(C)CC(=O)Nc1ccc(C(=O)Cn2nc(C(=O)O)c3ccccc3c2=O)cc1,Potency,39810.7,nM,4.4
CHEMBL1480245,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)NC1CCCCC1,Potency,2238.7,nM,5.65
CHEMBL1519610,O=S(=O)(Cc1cccc(F)c1)c1c[nH]c2ccccc12,Potency,631.0,nM,6.2
CHEMBL1343749,CC(O)(CS(=O)(=O)c1cccc(C(F)(F)F)c1)C(=O)Nc1cccc(C(F)(F)F)c1,Potency,2511.9,nM,5.6
CHEMBL1383619,COc1ccc(C2=NOC(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)C2)cc1,Potency,3548.1,nM,5.45
CHEMBL1362114,COC(=O)C1CCCCN1C(=O)c1cccc(OC2CCN(C(=O)C3CC3)CC2)c1,Potency,89125.1,nM,4.05
CHEMBL1501386,CCCCc1nnc(NC(=O)CN(C)S(=O)(=O)c2ccc(C)cc2)s1,Potency,28183.8,nM,4.55
CHEMBL1501430,CC1=[N+]([O-])C(C)(C)CC(C)(C)c2ccccc21,Potency,3548.1,nM,5.45
CHEMBL1480229,COc1ccc(C(OC(=O)c2ccco2)C(=O)NC2CCCC2)cc1OC,Potency,1258.9,nM,5.9
CHEMBL1441015,CN(CCNC(=O)Cn1c(=O)sc2ccccc21)Cc1ccccc1,Potency,79432.8,nM,4.1
CHEMBL1401869,CCOc1ccc(CCNC(=O)c2cccc(NC3=NC4CS(=O)(=O)CC4S3)c2)cc1,Potency,17782.8,nM,4.75
CHEMBL1501394,CCOC(=O)Cc1csc(NC(=O)CSc2nc(O)c(C#N)c(-c3ccccc3)n2)n1,Potency,22387.2,nM,4.65
CHEMBL1976599,C/C(=N\NC(=O)c1ccccc1O)c1ccc(NC(=O)Cc2ccccc2)cc1,Potency,562.3,nM,6.25
CHEMBL1448873,CCc1ccc2nc(O)c(CN(CCCN3CCOCC3)C(=O)Nc3ccc(Cl)cc3)cc2c1,Potency,3981.1,nM,5.4
CHEMBL1608875,Cc1c(Cl)cccc1NC(=O)c1cc(C2CC2)on1,Potency,562.3,nM,6.25
CHEMBL1597199,Cc1cccc(NC(=O)c2c(O)c3cccc4c3n(c2=O)CCC4)n1,Potency,89125.1,nM,4.05
CHEMBL1370186,COc1cccc(NC(=O)Cn2nnc(C(=O)NCCc3ccccc3)c2N)c1,Potency,7943.3,nM,5.1
CHEMBL1343737,Cc1cc(C)c2c(O)ncnc2n1,Potency,3981.1,nM,5.4
CHEMBL1436384,COc1ccc(Cl)c2sc(NC(=O)c3ccc(S(=O)(=O)N4CCCC4)cc3)nc12,Potency,891.3,nM,6.05
CHEMBL1395134,CCCOC1(C(F)(F)F)NC(=O)N(c2ccc(Cl)cc2)C1=O,Potency,100000.0,nM,4.0
CHEMBL1357304,CC(C)c1ccc(NC(=O)CCCc2nc(-c3ccc(Cl)cc3)no2)cc1,Potency,112201.8,nM,3.95
CHEMBL1374317,C=C(C)Cn1c(=O)c2c(nc3n2CCCN3Cc2ccccc2)n(C)c1=O,Potency,89125.1,nM,4.05
CHEMBL1579289,CCCCn1c(SCC(=O)N2CCCCC2C)nc2cc(S(N)(=O)=O)ccc21,Potency,25118.9,nM,4.6
CHEMBL1448874,Cc1ccc(NC(=O)C(Cc2ccccc2)NC(=O)c2ccco2)cc1,Potency,70794.6,nM,4.15
CHEMBL1590825,Cc1cccc(NC(=O)c2ccc(-n3cnc4cccnc43)cc2)c1C,Potency,89125.1,nM,4.05
CHEMBL1475588,Cc1ccc(OCC(=O)NCCS(=O)(=O)N2CCN(c3ccccc3)CC2)cc1,Potency,1584.9,nM,5.8
CHEMBL1343703,Cc1cccc(-c2noc(CCC(=O)NCC3CCCO3)n2)c1,Potency,4466.8,nM,5.35
CHEMBL1515055,N#Cc1ccccc1Cn1c(=O)n(-c2ccccc2)c(=O)c2c3c(sc21)CCC3,Potency,100000.0,nM,4.0
CHEMBL1501508,COc1cc2c3nnc(-c4ccc(F)cc4)c-3cn(Cc3ccc(C)cc3)c2cc1OC,Potency,3548.1,nM,5.45
CHEMBL1423683,CCOC(=O)CSc1nnc(C2CCCCC2)n1C,Potency,56234.1,nM,4.25
CHEMBL1434475,COc1ccc(NC(=O)CC2Oc3ccc(C)cc3NC2=O)cc1Cl,Potency,100000.0,nM,4.0
CHEMBL1579903,Cc1n[nH]c2c1C1(CCC(c3ccccc3)CC1)C(C#N)=C(N)O2,Potency,89125.1,nM,4.05
CHEMBL1597676,CCN(Cc1ccccc1)S(=O)(=O)c1cc(C(=O)NCC2CCCCC2)ccc1OC,Potency,50118.7,nM,4.3
CHEMBL1362442,O=C(CN1CCN(c2ccccc2F)CC1)Nc1cccnc1Cl,Potency,10000.0,nM,5.0
CHEMBL1541079,N#Cc1ccc(OCC(=O)Nc2ccccc2NS(=O)(=O)c2cccs2)cc1,Potency,31622.8,nM,4.5
CHEMBL1480939,CCC1CCc2c(sc(NC(=O)c3ccoc3C)c2C(N)=O)C1,Potency,1122.0,nM,5.95
CHEMBL1566939,O=C(c1ccc(Cl)s1)N1CCc2ccccc21,Potency,100000.0,nM,4.0
CHEMBL1609742,Cl.O=C(NCCCN1CCOCC1)c1coc2ccccc2c1=O,Potency,39810.7,nM,4.4
CHEMBL1375151,CCOc1ccc2ncc3c(-c4ccccc4)nn(CC(=O)Nc4cccc(F)c4)c3c2c1,Potency,63095.7,nM,4.2
CHEMBL1580114,CCOCCn1c(COc2ccc(C)cc2)nc2ccccc21,Potency,31622.8,nM,4.5
CHEMBL1541322,C/C=C/c1ccc(OCCNCc2ccccc2)c(OC)c1.O=C(O)C(=O)O,Potency,35481.3,nM,4.45
CHEMBL1322811,Cc1csc(NC(=O)CCn2c(=O)sc3ccccc32)n1,Potency,1258.9,nM,5.9
CHEMBL1395218,CCc1ccc(C2c3c(oc4ccc(C)cc4c3=O)C(=O)N2c2nc(C)c(C)s2)cc1,Potency,70794.6,nM,4.15
CHEMBL1440430,COc1ccc(OC)c(-c2nnc(NC(=O)C(C)Sc3nncn3C)s2)c1,Potency,707.9,nM,6.15
CHEMBL1491091,COc1ccc(N2CCN(CCCNC(=O)C3CCCN(S(=O)(=O)c4c[nH]cn4)C3)CC2)cc1,Potency,5623.4,nM,5.25
CHEMBL1461129,Cc1cc(C(=O)COC(=O)C2CC2)c(C)n1-c1ccc(F)cc1,Potency,5011.9,nM,5.3
